attributes;image_url;unit;category;article;sale_price;price;name;url;weight
Белки: 0;/imgs/products_w/746/sok-lichi-100--benature-alyum-banka-250-ml-sht--1.jpg;шт;Соки и нектары;746;;105.8;"Сок ""Личи"" 100%, Benature - 250 мл";sok-lichi-100--benature-alyum-banka-250-ml--sht-.html;1
Белки: ;/imgs/products_w/7146/kokosovyy-sirop-organicheskiy-my-goodness---200-g-1.jpg;шт;Ореховые пасты и сиропы;7146;;295.7;Кокосовый сироп органический My Goodness ~ 200 г;kokosovyy-sirop-organicheskiy-my-goodness---200-g.html;1
Белки: ;/imgs/products_w/6639/lopatki-dlya-plavaniya-finis-agility-paddle-floating--s-1.jpg;шт;Водный спорт;6639;;2785.8;Лопатки для плавания Finis Agility Paddle Floating  S;lopatki-dlya-plavaniya-finis-agility-paddle-floating--s.html;1
Белки: 0;/imgs/products_w/1252/sok-berezovyy-s-saharom-benature-730-ml--1.jpg;шт;Соки и нектары;1252;;127.8;Сок березовый с сахаром, Benature - 730 мл;sok-berezovyy-s-saharom--benature---730-ml.html;1
Белки: ;/imgs/products_w/2045/kokosovaya-voda-benature---250-ml--1.jpg;шт;Соки и нектары;2045;;112.8;Кокосовая вода, Benature - 250 мл;kokosovaya-voda--benature---250-ml.html;1
Белки: 18,4;/imgs/products_w/9749/sheynaya-chast--sheyka--iz-govyadiny-vlazhnogo-vyzrevaniya-ecomarket-ru---500-g-1.jpg;кг;Говядина и баранина;9749;;2100.8;Шейная часть из говядины в/в Халяль Ecomarket.ru ~ 500 г;sheynaya-chast--sheyka--iz-govyadiny-vlazhnogo-vyzrevaniya-ecomarket-ru---500-g.html;1
Белки: 7.2;/imgs/products_w/2818/pechene-s-yablochnym-sokom-s-6-mesyacev--fleur-alpine---150-g-1.jpg;шт;Детское питание;2818;;325.5;Печенье с яблочным соком с 6 месяцев, Fleur Alpine - 150 г;pechene-s-yablochnym-sokom-s-6-mesyacev--fleur-alpine---150-g.html;1
Белки: ;/imgs/products_w/5641/schipcy-dlya-grilya-forester-bc-775-1.jpg;шт;Дача и пикник;5641;;845.8;Щипцы для гриля, Forester BC-775;schipcy-dlya-grilya--forester-bc-775.html;1
Белки: 5,27;/imgs/products_w/4893/venzel-s-malinoy-zhuravlevyh--1.jpg;шт;Выпечка и пахлава;4893;;115.8;Вензель с малиной - 120 г;venzel-s-malinoy-zhuravlevyh-.html;1
Белки: ;/imgs/products_w/2084/nektariny-importnye---250-g-1.jpg;кг;Фрукты;2084;;158.75;Нектарины импортные ~ 500 г;nektariny-importnye---500-g.html;0.5
Белки: 3.3;/imgs/products_w/1848/molochnoe-morozhenoe-madagaskarskaya-vanil--amore---300-ml--1.jpg;шт;Мороженое;1848;335.8;335;Молочное мороженое Мадагаскарская ваниль, Amore - 300 мл;molochnoe-morozhenoe-madagaskarskaya-vanil--amore---300-ml.html;1
Белки: ;/imgs/products_w/13129/maslo-slivochnoe-tomat-i-bazilik-200-g-belyy-kamen-1.JPG;шт;Масло, творог, сметана;13129;;399;МАСЛО СЛИВОЧНОЕ ТОМАТ И БАЗИЛИК 200 Г БЕЛЫЙ КАМЕНЬ;maslo-slivochnoe-tomat-i-bazilik-200-g-belyy-kamen.html;1
Белки: ;/imgs/products_w/10834/makaronnye-izdeliya-bio-yaichno-organik-talyatelle-bio---500-g-1.1620344687.jpg;шт;Макаронные изделия ;10834;;675.7;Макароны Monograno Felicetti био-яично-органик Тальятелле БИО - 500 г;makarony-monograno-felicetti-bio-yaichno-organik-talyatelle-bio---500-g.html;1
Белки: 20;/imgs/products_w/11861/keshyu-zharenyy-cashew-nuts-roasted-bio--seeberger---110-g--1.jpg;шт;Семена и орехи;11861;;586;Кешью жареный Cashew nuts roasted BIO, Seeberger - 110 г;keshyu-zharenyy-cashew-nuts-roasted-bio--seeberger---110-g-.html;1
Белки: ;/imgs/products_w/6486/varene-iz-lepestkov-roz--green-dream---300-g-1.jpg;шт;Варенье и джем;6486;;198.35;Варенье из лепестков роз, Green Dream ~ 300 г;varene-iz-lepestkov-roz--green-dream---300-g.html;1
Белки: 25;/imgs/products_w/9062/syr-dagestanskiy-ecomarket-ru---400-g-1.jpg;кг;Сыры ;9062;;225;Сыр домашний Дагестанский Ecomarket.ru ~ 250 г;syr-domashniy-dagestanskiy-ecomarket-ru---250-g.html;0.25
Белки: 16,2;/imgs/products_w/9575/orehovaya-sol-ecomarket-ru---50-g-1.jpeg;шт;Мука, соль, сахар, сода;9575;;294.6;Ореховая соль Ecomarket.ru ~ 50 г;orehovaya-sol-ecomarket-ru---50-g.html;1
Белки: ;/imgs/products_w/13425/granatovyy-sok-bio--delizum---200-ml-1.JPG;шт;Соки и нектары;13425;;249.3;Гранатовый сок Био, Delizum - 200 мл;granatovyy-sok-bio--delizum---200-ml.html;1
Белки: 1;/imgs/products_w/5255/tomatnyy-sous-s-percem-iz-siciliyskih-pomidorov-cherri---330-g-1.jpg;шт;Соусы, кетчупы ;5255;;386.5;Томатный соус с перцем из сицилийских помидоров черри ~ 330 г;tomatnyy-sous-s-percem-iz-siciliyskih-pomidorov-cherri---330-g.html;1
Белки: 3;/imgs/products_w/1678/napitok-bezalkogolnyy-soevyy-volkomoloko-0-75-l--volkomolko-1.jpg;шт;Напитки vegan;1678;;145.5;Соевый напиток, Volko Molko - 750 мл;napitok-bezalkogolnyy-soevyy-volkomoloko---750-ml-volkomolko.html;1
Белки: 7.8;/imgs/products_w/5294/kurkuma-molotaya-bufo-eko--bio---100-g-1.jpg;шт;Приправы и специи;5294;;710.6;Куркума молотая BIO, BUFO EKO - 100 г;kurkuma-molotaya-bio--bufo-eko---100-g.html;1
Белки: 15.7;/imgs/products_w/4799/konfeta-proteinovaya-sochnyy-kokos-zdorovaya-planeta-1.jpg;шт;Шоколад и батончики | Суперфуды  | Суперфуды и протеины ;4799;;60.8;Конфета орехово-фруктовая со вкусом «Сочный кокос» Jump One, - 30 г;konfeta-proteinovaya-sochnyy-kokos-zdorovaya-planeta.html;1
Белки: ;/imgs/products_w/11201/drazhe-klubnika-natural-v-beloy-shokoladnoy-glazuri-ecomarket-ru---125-g-1.jpg;шт;Сухофрукты в шоколаде ;11201;;245.8;Драже Клубника Natural в белой шоколадной глазури Ecomarket.ru ~ 125 г;drazhe-klubnika-natural-v-beloy-shokoladnoy-glazuri-ecomarket-ru---125-g.html;1
Белки: ;/imgs/products_w/4038/sredstvo-dlya-mytya-posudy-s-efirnym-maslom-evkalipta-pure-water---450-ml--1.jpg;шт;Для мытья посуды;4038;;254.8;Средство для мытья посуды с эфирным маслом эвкалипта, Pure Water - 450 мл;sredstvo-dlya-mytya-posudy-s-efirnym-maslom-evkalipta--pure-water---450-ml.html;1
Белки: ;/imgs/products_w/13514/964106-ultratonkie-dyshaschie-ezhednevnye-prokladki-secretday--20-sht-15-cm--sense-1.JPG;шт;Предметы личной гигиены;13514;;159.83;Ультратонкие дышащие ежедневные прокладки, Secretday Sense - 20 шт Южная Корея;964106-ultratonkie-dyshaschie-ezhednevnye-prokladki-secretday--20-sht-15-cm--sense.html;1
Белки: ;/imgs/products_w/13009/-primavera-layf-o-efirnoe-maslo-chaynogo-dereva-bio--5ml-1.JPG;шт;Для бани и сауны ;13009;;974.6;Эфирное масло чайного дерева Био, Primavera Life - 5 мл, Германия;-primavera-layf-o-efirnoe-maslo-chaynogo-dereva-bio--5ml.html;1
Белки: ;/imgs/products_w/7386/mors-oblepihovyy-s-myakotyu-yagody-karelii---510-ml--1.jpg;шт;Морс и компот;7386;;125.8;Морс облепиховый с мякотью, Ягоды Карелии - 510 мл;mors-oblepihovyy-s-myakotyu--yagody-karelii---510-ml.html;1
Белки: ;/imgs/products_w/13540/ikra-kabachkovaya-s-ostrym-percem-500-ml-ot-ovcharova-1.JPG;шт;Овощные консервы;13540;;375;Икра кабачковая с острым перцем - 500 мл;ikra-kabachkovaya-s-ostrym-percem-500-ml-ot-ovcharova.html;1
Белки: ;/imgs/products_w/9190/mashina-metallicheskaya-land-rover-vogue-grafiti-tehnopark--1.1611934387.jpg;шт;Игрушки;9190;;650.8;Машина металлическая Land Rover Vogue графити ТехноПарк;mashina-metallicheskaya-land-rover-vogue-grafiti-tehnopark-.html;1
Белки: ;/imgs/products_w/9446/kofe-molotyy-lavazza-qualita-rossa---250-g-1.jpg;шт;Кофе и цикорий;9446;;390.8;Кофе молотый Lavazza Qualita Rossa - 250 г;kofe-molotyy-lavazza-qualita-rossa---250-g.html;1
Белки: ;/imgs/products_w/10728/chaynyy-napitok-herbarus-zaryad-vitaminov-24pak--1.jpeg;шт;Чай;10728;;258.5;Чайный напиток Заряд витаминов, Herbarus - 24 пак;chaynyy-napitok-herbarus-zaryad-vitaminov-24pak-.html;1
Белки: 2,5;/imgs/products_w/12010/finikovyy-sirop--ufeelgood---280-ml-1.jpeg;шт;Ореховые пасты и сиропы;12010;;295.8;Финиковый сироп, Ufeelgood - 280 мл;finikovyy-sirop--ufeelgood---280-ml.html;1
Белки: ;/imgs/products_w/6635/kolobashka-detskaya-dlya-plavaniya-finis-foam-pull-buoy-junior-1.jpg;шт;Водный спорт;6635;;1385.8;Колобашка детская для плавания Finis Foam Pull Buoy Junior;kolobashka-detskaya-dlya-plavaniya-finis-foam-pull-buoy-junior.html;1
Белки: 15.6;/imgs/products_w/9205/vyrezka-baranya-ohl--ecomarket-ru---300-g-1.1617725826.jpg;шт;Говядина и баранина;9205;;725;Вырезка баранья Халяль Ecomarket.ru - 300 г;vyrezka-baranya-ohl--ecomarket-ru---300-g.html;1
Белки: ;/imgs/products_w/10955/pirozhnoe-pahlava-ecomarket-ru---180-g-1.jpeg;шт;Торты и пирожные;10955;;325.8;Пирожное Пахлава Ecomarket.ru - 180 г;pirozhnoe-pahlava-ecomarket-ru---180-g.html;1
Белки: 8,28;/imgs/products_w/10507/ris-basmati-dunar-legasi--paket-1-kg-1.jpeg;шт;Крупы, бобовые и смеси;10507;;576.5;Рис Басмати Дунар Легаси - 1 кг;ris-basmati-dunar-legasi--paket-1-kg.html;1
Белки: 6.1;/imgs/products_w/6176/pechene-s-grushevym-sokom-s-6-mesyacev--fleur-alpine---150-g-1.jpg;шт;Детское питание;6176;;315.5;Печенье с грушевым соком с 6 месяцев, Fleur Alpine - 150 г;pechene-s-grushevym-sokom-s-6-mesyacev--fleur-alpine---150-g.html;1
Белки: 3.8;/imgs/products_w/1850/molochnoe-morozhenoe-sredizemnomorskaya-myata-s-shokoladom--amore---300-ml--1.jpg;шт;Мороженое;1850;;335.8;Молочное мороженое Средиземноморская мята с шоколадом, Amore - 300 мл;molochnoe-morozhenoe-sredizemnomorskaya-myata-s-shokoladom--amore---300-ml.html;1
Белки: 3,2;/imgs/products_w/9539/grecheskiy-yogurt-5--ecomarket-ru---250-gr-1.1613408675.jpg;шт;Йогурты и кисломолочные;9539;;229.6;Греческий йогурт 5% Ecomarket.ru - 250 г;grecheskiy-yogurt-5--ecomarket-ru---250-g.html;1
Белки: 0.9;/imgs/products_w/2886/abrikosy-gornyy-shalah-samoletom-iz-armenii---500-g-1.jpg;кг;Фрукты;2886;295.8;562.5;Абрикосы Горный Шалах самолетом из Армении ~ 500 г;abrikosy-gornyy-shalah-samoletom-iz-armenii---500-g.html;0.5
Белки: 0.2;/imgs/products_w/2375/multifruktovyy-energeticheskiy-napitok-bio-energiya---250-ml--1.jpg;шт;Морс и компот;2375;;319.3;Мультифруктовый энергетический напиток Biotta Био-Энергия - 250 мл;multifruktovyy-energeticheskiy-napitok-biotta-bio-energiya---250-ml.html;1
Белки: 13;/imgs/products_w/11863/smes-obzharennyh-orehov-i-izyuma-mix-gourmet-bio--seeberger---125-g-1.jpg;шт;Семена и орехи;11863;;459;Смесь обжаренных орехов и изюма Mix Gourmet BIO, Seeberger - 125 г;smes-obzharennyh-orehov-i-izyuma-mix-gourmet-bio--seeberger---125-g.html;1
Белки: ;/imgs/products_w/5728/mineralnaya-voda-nabeglavi---500-ml-1.jpg;шт;Вода;5728;;102.4;Минеральная вода Набеглави ~ 500 мл;mineralnaya-voda-nabeglavi---500-ml.html;1
Белки: ;/imgs/products_w/11113/olivki-naturalnye-bella-di-cherinola-s-kost--70-90---400g-1.jpg;шт;Соленья | Овощные консервы;11113;;525.9;Оливки Белла ди Чериньол натуральные с косточкой - 400 г;olivki-bella-di-cherinol-naturalnye-s-kostochkoy---400-g.html;1
Белки: ;/imgs/products_w/13426/sredizemnomorskiy-sok-bio-delizum---200-ml-1.JPG;шт;Соки и нектары;13426;;180.4;Средиземноморский сок Био Delizum - 200 мл;sredizemnomorskiy-sok-bio-delizum---200-ml.html;1
Белки: 0;/imgs/products_w/3445/kunzhutnoe-maslo---150-ml-st-but--real-tang-1.jpg;шт;Масло и уксус;3445;;195.7;Кунжутное масло ~ 150 мл ст/бут. REAL TANG;kunzhutnoe-maslo---150-ml-st-but--real-tang.html;1
Белки: ;/imgs/products_w/4987/varene-iz-inzhira--green-dream---300-g-1.jpg;шт;Варенье и джем;4987;;198.45;Варенье из инжира, Green Dream ~ 300 г;varene-iz-inzhira--green-dream---300-g.html;1
Белки: ;/imgs/products_w/5762/beluga-steyk---600g--1.JPG;кг;Рыба и морепродукты;5762;;1995.3;Белуга Стейк З/М ~ 600г.;beluga-steyk-z-m---600g-.html;0.6
Белки: ;/imgs/products_w/10634/krevetki-v-chesnochnom-souse-200-300-1.jpg;кг;Шашлыки и маринад;10634;;400.12;Креветки в чесночном соусе ~ 200 г;krevetki-v-chesnochnom-souse-200-300.html;0.2
Белки: ;/imgs/products_w/5532/nabor-stolovyh-priborov-dlya-grilya-na-4-persony-forester-c827-1.jpg;шт;Дача и пикник;5532;;1615.8;Набор столовых приборов для гриля на 4 персоны Forester C827;nabor-stolovyh-priborov-dlya-grilya-na-4-persony-forester-c827.html;1
Белки: 23;/imgs/products_w/5284/makaronnye-izdeliya-fuzilli-iz-zelenoy-fasoli-bez-glyutena-bio--felicia---250-g--1.jpg;шт;Макаронные изделия ;5284;;395;Макаронные изделия Фузилли из зеленой фасоли без глютена БИО, Felicia - 250 г;makaronnye-izdeliya-fuzilli-iz-zelenoy-fasoli-bez-glyutena-bio--felicia---250-g.html;1
Белки: ;/imgs/products_w/4010/govyadina-varenokopchennaya----400-gr-1.1612349356.jpg;кг;Мясные деликатесы;4010;;795.45;Говядина варено-копченая ~ 400 г;klassicheskaya-govyadina--vak-up-.html;0.4
Белки: 9 г;/imgs/products_w/5295/imbir-molotyy-bufo-eko--bio---70-g-1.jpg;шт;Приправы и специи;5295;;845.6;Имбирь молотый, BUFO EKO BIO - 70 г;imbir-molotyy--bufo-eko-bio---70-g.html;1
Белки: 2;/imgs/products_w/4027/napitok-bezalkogolnyy-fundukovyyvolkomoloko-0-75-l--volkomolko-1.jpg;шт;Напитки vegan;4027;295.6;295.6;Фундуковый напиток, Volko Molko - 750 мл;napitok-bezalkogolnyy-fundukovyyvolkomoloko---750-ml-volkomolko.html;1
Белки: 7.6;/imgs/products_w/4800/konfety-proteinovye-malina-keshyu-zdorovaya-planeta-1.jpg;шт;Шоколад и батончики | Суперфуды  | Суперфуды и протеины ;4800;;90.8;Конфеты орехово-фруктовые «Малина и кешью», Jump One - 28 г;konfety-proteinovye-malina-keshyu-zdorovaya-planeta.html;1
Белки: ;/imgs/products_w/9664/bumaga-risovaya-real-thai-16sm--100-g-1.jpeg;шт;Бакалея vegan;9664;;129.5;Бумага рисовая, REAL THAI 16см - 100 г;bumaga-risovaya-real-thai-16sm--100-g.html;1
Белки: ;/imgs/products_w/3269/sredstvo-dlya-mytya-posudy-i-ovoschey-i-fruktov-s-efirnym-maslom-mandarina--bio-mio---450-ml--1.jpeg;шт;Для мытья посуды;3269;;255;Средство для мытья посуды и овощей и фруктов с эфирным маслом мандарина, Bio Mio ~ 450 мл.;sredstvo-dlya-mytya-posudy-i-ovoschey-i-fruktov-s-efirnym-maslom-mandarina--bio-mio---450-ml-.html;1
Белки: ;/imgs/products_w/13515/964304-ultratonkie-dyshaschie-prokladki-secretday-sense-large--14-sht---29-sm--1.JPG;шт;Предметы личной гигиены;13515;;262.54;Ультратонкие дышащие прокладки Sense Large, Secretday - 14 шт Южная Корея;964304-ultratonkie-dyshaschie-prokladki-secretday-sense-large--14-sht---29-sm-.html;1
Белки: 21.4;/imgs/products_w/1487/syr-domashniy-imeretinskiy-ecomarket-ru---200-g-1.jpg;кг;Сыры ;1487;;144;Сыр домашний Имеретинский Ecomarket.ru ~ 200 г;syr-domashniy-imeretinskiy-ecomarket-ru---200-g.html;0.2
Белки: ;/imgs/products_w/13010/-primavera-layf-o-efirnoe-maslo-evkalipta-sharovidnogo-bio--5ml-1.JPG;шт;Для бани и сауны ;13010;;974.6;Эфирное масло эвкалипта шаровидного Био, Primavera Life - 5 мл, Германия;-primavera-layf-o-efirnoe-maslo-evkalipta-sharovidnogo-bio--5ml.html;1
Белки: ;;шт;Овощные консервы;13541;;375;Икра кабачковая - 500 мл;ikra-kabachkovaya-500-ml-ot-ovcharova.html;1
Белки: ;/imgs/products_w/10729/chay-iz-trav-herbarus--imbirnaya-energiya--24pak--1.jpeg;шт;Чай;10729;;258.5;Чай из трав Имбирная Энергия, Herbarus - 24 пак;chay-iz-trav-herbarus--imbirnaya-energiya--24pak-.html;1
Белки: ;/imgs/products_w/12011/sirop-topinambura--ufeelgood---280-ml-1.jpeg;шт;Ореховые пасты и сиропы;12011;;425.8;Сироп топинамбура, Ufeelgood - 280 мл;sirop-topinambura--ufeelgood---280-ml.html;1
Белки: ;/imgs/products_w/6402/mineralnaya-voda-nabeglavi---1-l--1.jpg;шт;Вода;6402;;112.8;Минеральная вода Набеглави - 1 л;mineralnaya-voda-nabeglavi---1-l.html;1
Белки: 9,31;/imgs/products_w/10508/ris-basmati-dunar-nutriciya--paket-1-kg-1.jpeg;шт;Крупы, бобовые и смеси;10508;;477.5;Рис Басмати Дунар Нутриция - 1 кг;ris-basmati-dunar-nutriciya--paket-1-kg.html;1
Белки: 0.44;/imgs/products_w/4640/smokva-so-slivoy---160-g--1.jpg;шт;Мармелад и пастила | Кондитерка vegan;4640;;159.5;Смоква со сливой Ecomarket.ru - 160 г;smokva-so-slivoy-ecomarket-ru---160-g.html;1
Белки: 26;/imgs/products_w/1327/ikra-schuki-solenaya---112-gr--1.jpg;шт;Икра;1327;;859.9;Икра Щуки солёная - 112 г;ikra-schuki-solenaya---112-g.html;1
Белки: 4.1;/imgs/products_w/1851/molochnoe-morozhenoe-siciliyskaya-fistashka--amore---300-ml--1.jpg;шт;Мороженое;1851;395.8;395.8;Молочное мороженое Сицилийская фисташка, Amore - 300 мл;molochnoe-morozhenoe-siciliyskaya-fistashka--amore---300-ml.html;1
Белки: 3,2;/imgs/products_w/9540/grecheskiy-yogurt-s-medom-5--ecomarket-ru---170-gr-1.JPG;шт;Йогурты и кисломолочные;9540;;169.6;Греческий йогурт с мёдом 5% Ecomarket.ru - 170 г;grecheskiy-yogurt-s-medom-5--ecomarket-ru---170-g.html;1
Белки: 32;/imgs/products_w/3399/sliva-sladkaya-samoletom-iz-armenii---500-g-1.jpg;кг;Фрукты;3399;;297.8;Слива сладкая самолетом из Армении ~ 500 г;sliva-sladkaya-samoletom-iz-armenii---500-g.html;0.5
Белки: 20;/imgs/products_w/11864/smes-obzharennyh-yader-mindalya--soevyh-bobov-i-myagkoy-klyukvy-s-saharom-protein-mix-bio--seeberger---1-1.jpg;шт;Семена и орехи;11864;;499;Смесь обжаренных ядер миндаля, соевых бобов и мягкой клюквы с сахаром Protein mix BIO, Seeberger - 125 г;smes-obzharennyh-yader-mindalya--soevyh-bobov-i-myagkoy-klyukvy-s-saharom-protein-mix-bio--seeberger---1.html;1
Белки: 5.5;/imgs/products_w/859/pechene-s-vinogradnym-sokom-s-6-mesyacev--fleur-alpine---150-g-1.1604161849.jpg;шт;Детское питание;859;;315.5;Печенье с виноградным соком с 6 месяцев, Fleur Alpine - 150 г;pechene-s-vinogradnym-sokom-s-6-mesyacev--fleur-alpine---150-g.html;1
Белки: 0,1;/imgs/products_w/9577/rozovaya-gimalayskaya-sol-melkogo-pomola-ecomarket-ru---200-g-1.jpg;г;Мука, соль, сахар, сода;9577;;132.7;Розовая гималайская соль мелкого помола Ecomarket.ru - 200 г;rozovaya-gimalayskaya-sol-melkogo-pomola-ecomarket-ru---200-g.html;1
Белки: ;/imgs/products_w/13427/yabloko-i-sok-aloe-bio--delizum---750-ml-1.JPG;шт;Соки и нектары;13427;;481.3;Яблоко и сок алоэ Био, Delizum - 750 мл;yabloko-i-sok-aloe-bio--delizum---750-ml.html;1
Белки: ;/imgs/products_w/13683/napolnitel-fruktovyy-marakuyya-1l--pet-1.JPG;шт;Ореховые пасты и сиропы;13683;;1794.5;Наполнитель Фруктовый маракуйя - 1 л;napolnitel-fruktovyy-marakuyya-1l--pet.html;1
Белки: ;/imgs/products_w/6516/butylka-dlya-trenirovok-reebok-krasno-belaya---500-ml--1.jpg;шт;Аксессуары для спорта;6516;;625.6;Бутылка для тренировок Reebok красно-белая ~ 500 мл.;butylka-dlya-trenirovok-reebok-krasno-belaya---500-ml-.html;1
Белки: 1,7;/imgs/products_w/892/tomatnyy-sous-alce-nero-s-bazilikom---350-g-1.jpg;шт;Соусы, кетчупы ;892;;565.4;Томатный соус Alce Nero с базиликом ~ 350 г;tomatnyy-sous-alce-nero-s-bazilikom---350-g.html;1
Белки: 17;/imgs/products_w/8067/klariy-ugrevidnyy-steyk---500-gr-1.1610626256.jpg;кг;Рыба и морепродукты;8067;;475.3;Кларий угревидный стейк ~ 500 г;klariy-ugrevidnyy-steyk---500-g.html;0.5
Белки: ;/imgs/products_w/10907/krevetki-dlya-grilya-v-souse-chili---500g-1.jpg;кг;Шашлыки и маринад | Для жарки;10907;;995;Креветки в соусе Чили Ecomarket.ru ~ 400г;krevetki-v-souse-chili-ecomarket-ru---400g.html;0.4
Белки: 26;/imgs/products_w/5285/makaronnye-izdeliya-sedanini-iz-krasnoy-chechevicy-bez-glyutena-bio--felicia---250-g--1.1607095692.jpg;шт;Макаронные изделия ;5285;;385.45;Макаронные изделия Седанини из красной чечевицы без глютена БИО, Felicia - 250 г;makaronnye-izdeliya-sedanini-iz-krasnoy-chechevicy-bez-glyutena-bio--felicia---250-g.html;1
Белки: 4.32;/imgs/products_w/1449/rom-baba--zhuravlev-1.jpg;шт;Выпечка и пахлава;1449;;145.5;Ром баба - 180 г;rom-baba--zhuravlev.html;1
Белки: 6.9;/imgs/products_w/4801/konfety-proteinovye-mango-keshyu-zdorovaya-planeta-1.jpg;шт;Шоколад и батончики | Суперфуды  | Суперфуды и протеины ;4801;;95.8;Конфеты орехово-фруктовые «Манго и кешью», Jump premium - 28 г;konfety-proteinovye-mango-keshyu-zdorovaya-planeta.html;1
Белки: 1.25;/imgs/products_w/9415/sup-tom-yam-s-kokosovym-molokom-roi-thai--250-ml-rt-005-1-1.jpg;шт;Бакалея vegan;9415;;205.7;Основа для супа Том Ям с кокосовым молоком ROI THAI - 250 мл;osnova-dlya-supa-tom-yam-s-kokosovym-molokom-roi-thai--250-ml-rt-005-1.html;1
Белки: 5.9;/imgs/products_w/9417/kokosovye-chipsy-king-island--40-g-kicc-01-1-1.jpg;шт;Снеки, перекусы vegan;9417;;105.4;Кокосовые чипсы KING ISLAND - 40 г;kokosovye-chipsy-king-island--40-g-kicc-01-1.html;1
Белки: ;/imgs/products_w/7884/konina-varenokopchennaya----300-gr-1.1612349375.jpg;кг;Мясные деликатесы;7884;;545.4;Конина варенокопченная ~ 300 г;filey-konskiy---300-g.html;0.3
Белки: ;/imgs/products_w/13516/964205-ultratonkie-dyshaschie-prokladki-secretday-sense-medium--16-sht---24-5-cm--1.JPG;шт;Предметы личной гигиены;13516;;262.54;Ультратонкие дышащие прокладки Sense Medium, Secretday - 16 шт Южная Корея;964205-ultratonkie-dyshaschie-prokladki-secretday-sense-medium--16-sht---24-5-cm-.html;1
Белки: ;/imgs/products_w/4576/koncentrat-bio-care-dlya-mytya-posudy--ovoschey-i-fruktov-s-efirnym-maslom-lavandy--bio-mio---450-ml--1.jpg;шт;Для мытья посуды;4576;;190.8;Концентрат Bio-Care для мытья посуды, овощей и фруктов с эфирным маслом лаванды, Bio Mio - 450 мл;koncentrat-bio-care-dlya-mytya-posudy--ovoschey-i-fruktov-s-efirnym-maslom-lavandy--bio-mio---450-ml.html;1
Белки: 3;/imgs/products_w/6373/napitok-bezalkogolnyy-soevyy-volkomoloko-0-3-l--volkomolko-1.jpg;шт;Напитки vegan;6373;;127.5;Соевый напиток, Volko Molko - 300 мл;napitok-bezalkogolnyy-soevyy-volkomoloko---300-ml-volkomolko.html;1
Белки: ;/imgs/products_w/8424/mashina-metallicheskaya-scoda-rapid-taxi--tehnopark-1.JPG;шт;Игрушки;8424;;475.8;Машина металлическая Scoda Rapid Taxi  ТехноПарк;mashina-metallicheskaya-scoda-rapid-taxi--tehnopark.html;1
Белки: ;/imgs/products_w/13544/ikra-baklazhannaya-500-ml-ot-ovcharova-1.JPG;шт;Овощные консервы;13544;;420;Икра баклажанная - 500 мл;ikra-baklazhannaya-500-ml-ot-ovcharova.html;1
Белки: ;/imgs/products_w/10730/chernyy-chay-s-dobavkami-herbarus--dikiy-pryanyy--24-pak--1.jpeg;шт;Чай;10730;;278.5;Черный чай с добавками Дикий пряный, Herbarus - 24 пак;chernyy-chay-s-dobavkami-herbarus--dikiy-pryanyy--24-pak-.html;1
Белки: 7.9;/imgs/products_w/7469/shokolad-temnyy-52--s-keshyu--koricey-i-kardamonom-christmas-mojo-sacao---20-g-1.jpg;шт;Шоколад и батончики;7469;;177.5;Шоколад тёмный 52% с кешью, корицей и кардамоном Christmas Mojo Сacao ~ 20 г;shokolad-temnyy-52--s-keshyu--koricey-i-kardamonom-christmas-mojo-sacao---20-g.html;1
Белки: ;/imgs/products_w/11094/olivki-chernye-s-kostochkoy-ssm-70-90--deas---400-g-1.jpg;шт;Соленья | Овощные консервы;11094;;449.7;Оливки Халкидики черные с косточкой 70-90 - 400 г;olivki-halkidiki-chernye-s-kostochkoy-70-90---400-g.html;1
Белки: 4,25;/imgs/products_w/8140/profitroli-s-maskarpone-ecomarket-ru---120-g-1.jpg;шт;Выпечка и пахлава | Торты и пирожные;8140;218.8;199.8;Профитроли с маскарпоне Ecomarket.ru - 120 г;profitroli-s-maskarpone-ecomarket-ru---120-g.html;1
Белки: 9.2;/imgs/products_w/7465/gorkiy-shokolad-70--s-percem-i-solyu-habanero-salt-mojo-sacao---20-g-1.jpg;шт;Шоколад и батончики;7465;;145.8;Горький шоколад 70% с перцем и солью Habanero Salt Mojo Сacao ~ 20 г;gorkiy-shokolad-70--s-percem-i-solyu-habanero-salt-mojo-sacao---20-g.html;1
Белки: 7.4;/imgs/products_w/7466/shokolad-keshyu-s-zelenym-chaem-mojo-sacao---20-g-1.jpg;шт;Шоколад и батончики;7466;;145.8;Шоколад кешью с зелёным чаем Mojo Сacao ~ 20 г;shokolad-keshyu-s-zelenym-chaem-mojo-sacao---20-g.html;1
Белки: 8.3;/imgs/products_w/7467/molochnyy-shokolad-keshyu-46--creamy-mojo-sacao---20-g-1.jpg;шт;Шоколад и батончики;7467;;149.8;Молочный шоколад кешью 46% Creamy Mojo Сacao ~ 20 г;molochnyy-shokolad-keshyu-46--creamy-mojo-sacao---20-g.html;1
Белки: 8.6;/imgs/products_w/7468/shokolad-keshyu-s-grechishnym-chaem-mojo-sacao---20-g-1.jpg;шт;Шоколад и батончики;7468;;145.8;Шоколад кешью с гречишным чаем, Mojo Сacao - 20 г;shokolad-keshyu-s-grechishnym-chaem--mojo-sacao---20-g.html;1
